file_name,variant,case_id,meeting_title,meeting_date,wave,labels,meeting_note,expected_task_count
W3-MED-C4-N2-PROD-INT-007.txt,transcript_only,W3-MED-C4-N2-PROD-INT-007,Họp phối hợp triển khai và xử lý vấn đề,2026-02-11,3,feature_interaction;deadline_replacement;recap_duplicate_risk;unresolved_item;negative_context,no,5
W3-MED-C4-N2-PROD-INT-007__with-note.txt,with_note,W3-MED-C4-N2-PROD-INT-007,Họp phối hợp triển khai và xử lý vấn đề,2026-02-11,3,feature_interaction;deadline_replacement;recap_duplicate_risk;unresolved_item;negative_context,yes,5
W3-MED-C4-N2-PROD-INT-011.txt,transcript_only,W3-MED-C4-N2-PROD-INT-011,Họp phối hợp triển khai và xử lý vấn đề,2026-02-15,3,feature_interaction;deadline_replacement;recap_duplicate_risk;unresolved_item;negative_context,no,4
W3-MED-C4-N2-PROD-INT-011__with-note.txt,with_note,W3-MED-C4-N2-PROD-INT-011,Họp phối hợp triển khai và xử lý vấn đề,2026-02-15,3,feature_interaction;deadline_replacement;recap_duplicate_risk;unresolved_item;negative_context,yes,4
W3-MED-C4-N2-PROD-INT-015.txt,transcript_only,W3-MED-C4-N2-PROD-INT-015,Họp phối hợp triển khai và xử lý vấn đề,2026-02-19,3,feature_interaction;deadline_replacement;recap_duplicate_risk;unresolved_item;negative_context,no,5
W3-MED-C4-N2-PROD-INT-015__with-note.txt,with_note,W3-MED-C4-N2-PROD-INT-015,Họp phối hợp triển khai và xử lý vấn đề,2026-02-19,3,feature_interaction;deadline_replacement;recap_duplicate_risk;unresolved_item;negative_context,yes,5
W3-MED-C4-N2-PROD-INT-019.txt,transcript_only,W3-MED-C4-N2-PROD-INT-019,Họp phối hợp triển khai và xử lý vấn đề,2026-02-23,3,feature_interaction;deadline_replacement;recap_duplicate_risk;unresolved_item;negative_context,no,3
W3-MED-C4-N2-PROD-INT-019__with-note.txt,with_note,W3-MED-C4-N2-PROD-INT-019,Họp phối hợp triển khai và xử lý vấn đề,2026-02-23,3,feature_interaction;deadline_replacement;recap_duplicate_risk;unresolved_item;negative_context,yes,3
W3-MED-C4-N2-SW-INT-001.txt,transcript_only,W3-MED-C4-N2-SW-INT-001,Họp phối hợp triển khai và xử lý vấn đề,2026-02-05,3,feature_interaction;deadline_replacement;recap_duplicate_risk;unresolved_item;negative_context,no,3
W3-MED-C4-N2-SW-INT-001__with-note.txt,with_note,W3-MED-C4-N2-SW-INT-001,Họp phối hợp triển khai và xử lý vấn đề,2026-02-05,3,feature_interaction;deadline_replacement;recap_duplicate_risk;unresolved_item;negative_context,yes,3
W3-MED-C4-N2-SW-INT-005.txt,transcript_only,W3-MED-C4-N2-SW-INT-005,Họp phối hợp triển khai và xử lý vấn đề,2026-02-09,3,feature_interaction;deadline_replacement;recap_duplicate_risk;unresolved_item;negative_context,no,3
W3-MED-C4-N2-SW-INT-005__with-note.txt,with_note,W3-MED-C4-N2-SW-INT-005,Họp phối hợp triển khai và xử lý vấn đề,2026-02-09,3,feature_interaction;deadline_replacement;recap_duplicate_risk;unresolved_item;negative_context,yes,3
W3-MED-C4-N2-SW-INT-009.txt,transcript_only,W3-MED-C4-N2-SW-INT-009,Họp phối hợp triển khai và xử lý vấn đề,2026-02-13,3,feature_interaction;deadline_replacement;recap_duplicate_risk;unresolved_item;negative_context,no,5
W3-MED-C4-N2-SW-INT-009__with-note.txt,with_note,W3-MED-C4-N2-SW-INT-009,Họp phối hợp triển khai và xử lý vấn đề,2026-02-13,3,feature_interaction;deadline_replacement;recap_duplicate_risk;unresolved_item;negative_context,yes,5
W3-MED-C4-N2-SW-INT-013.txt,transcript_only,W3-MED-C4-N2-SW-INT-013,Họp phối hợp triển khai và xử lý vấn đề,2026-02-17,3,feature_interaction;deadline_replacement;recap_duplicate_risk;unresolved_item;negative_context,no,5
W3-MED-C4-N2-SW-INT-013__with-note.txt,with_note,W3-MED-C4-N2-SW-INT-013,Họp phối hợp triển khai và xử lý vấn đề,2026-02-17,3,feature_interaction;deadline_replacement;recap_duplicate_risk;unresolved_item;negative_context,yes,5
W3-MED-C4-N2-SW-INT-017.txt,transcript_only,W3-MED-C4-N2-SW-INT-017,Họp phối hợp triển khai và xử lý vấn đề,2026-02-21,3,feature_interaction;deadline_replacement;recap_duplicate_risk;unresolved_item;negative_context,no,4
W3-MED-C4-N2-SW-INT-017__with-note.txt,with_note,W3-MED-C4-N2-SW-INT-017,Họp phối hợp triển khai và xử lý vấn đề,2026-02-21,3,feature_interaction;deadline_replacement;recap_duplicate_risk;unresolved_item;negative_context,yes,4
W4-LONG-C4-N1-IT-STATE-006.txt,transcript_only,W4-LONG-C4-N1-IT-STATE-006,Họp điều phối triển khai hệ thống,2026-02-20,4,long_meeting;long_distance_correction;owner_handoff;task_cancellation;topic_revisited;recap_duplicate_risk,no,6
W4-LONG-C4-N1-IT-STATE-006__with-note.txt,with_note,W4-LONG-C4-N1-IT-STATE-006,Họp điều phối triển khai hệ thống,2026-02-20,4,long_meeting;long_distance_correction;owner_handoff;task_cancellation;topic_revisited;recap_duplicate_risk,yes,6
W4-LONG-C4-N1-OPS-STATE-012.txt,transcript_only,W4-LONG-C4-N1-OPS-STATE-012,Họp điều phối triển khai hệ thống,2026-02-26,4,long_meeting;long_distance_correction;owner_handoff;task_cancellation;topic_revisited;recap_duplicate_risk,no,6
W4-LONG-C4-N1-OPS-STATE-012__with-note.txt,with_note,W4-LONG-C4-N1-OPS-STATE-012,Họp điều phối triển khai hệ thống,2026-02-26,4,long_meeting;long_distance_correction;owner_handoff;task_cancellation;topic_revisited;recap_duplicate_risk,yes,6
W4-LONG-C4-N2-IT-STATE-010.txt,transcript_only,W4-LONG-C4-N2-IT-STATE-010,Họp điều phối triển khai hệ thống,2026-02-24,4,long_meeting;long_distance_correction;owner_handoff;task_cancellation;topic_revisited;recap_duplicate_risk,no,6
W4-LONG-C4-N2-IT-STATE-010__with-note.txt,with_note,W4-LONG-C4-N2-IT-STATE-010,Họp điều phối triển khai hệ thống,2026-02-24,4,long_meeting;long_distance_correction;owner_handoff;task_cancellation;topic_revisited;recap_duplicate_risk,yes,6
W4-LONG-C4-N2-OPS-STATE-004.txt,transcript_only,W4-LONG-C4-N2-OPS-STATE-004,Họp điều phối triển khai hệ thống,2026-02-18,4,long_meeting;long_distance_correction;owner_handoff;task_cancellation;topic_revisited;recap_duplicate_risk,no,5
W4-LONG-C4-N2-OPS-STATE-004__with-note.txt,with_note,W4-LONG-C4-N2-OPS-STATE-004,Họp điều phối triển khai hệ thống,2026-02-18,4,long_meeting;long_distance_correction;owner_handoff;task_cancellation;topic_revisited;recap_duplicate_risk,yes,5
W4-LONG-C4-N3-IT-STATE-002.txt,transcript_only,W4-LONG-C4-N3-IT-STATE-002,Họp điều phối triển khai hệ thống,2026-02-16,4,long_meeting;long_distance_correction;owner_handoff;task_cancellation;topic_revisited;recap_duplicate_risk,no,4
W4-LONG-C4-N3-IT-STATE-002__with-note.txt,with_note,W4-LONG-C4-N3-IT-STATE-002,Họp điều phối triển khai hệ thống,2026-02-16,4,long_meeting;long_distance_correction;owner_handoff;task_cancellation;topic_revisited;recap_duplicate_risk,yes,4
W4-LONG-C4-N3-OPS-STATE-008.txt,transcript_only,W4-LONG-C4-N3-OPS-STATE-008,Họp điều phối triển khai hệ thống,2026-02-22,4,long_meeting;long_distance_correction;owner_handoff;task_cancellation;topic_revisited;recap_duplicate_risk,no,5
W4-LONG-C4-N3-OPS-STATE-008__with-note.txt,with_note,W4-LONG-C4-N3-OPS-STATE-008,Họp điều phối triển khai hệ thống,2026-02-22,4,long_meeting;long_distance_correction;owner_handoff;task_cancellation;topic_revisited;recap_duplicate_risk,yes,5
W4-LONG-C5-N1-PROD-STATE-003.txt,transcript_only,W4-LONG-C5-N1-PROD-STATE-003,Họp điều phối triển khai hệ thống,2026-02-17,4,long_meeting;long_distance_correction;owner_handoff;task_cancellation;topic_revisited;recap_duplicate_risk,no,4
W4-LONG-C5-N1-PROD-STATE-003__with-note.txt,with_note,W4-LONG-C5-N1-PROD-STATE-003,Họp điều phối triển khai hệ thống,2026-02-17,4,long_meeting;long_distance_correction;owner_handoff;task_cancellation;topic_revisited;recap_duplicate_risk,yes,4
W4-LONG-C5-N1-SW-STATE-009.txt,transcript_only,W4-LONG-C5-N1-SW-STATE-009,Họp điều phối triển khai hệ thống,2026-02-23,4,long_meeting;long_distance_correction;owner_handoff;task_cancellation;topic_revisited;recap_duplicate_risk,no,4
W4-LONG-C5-N1-SW-STATE-009__with-note.txt,with_note,W4-LONG-C5-N1-SW-STATE-009,Họp điều phối triển khai hệ thống,2026-02-23,4,long_meeting;long_distance_correction;owner_handoff;task_cancellation;topic_revisited;recap_duplicate_risk,yes,4
W4-LONG-C5-N2-PROD-STATE-007.txt,transcript_only,W4-LONG-C5-N2-PROD-STATE-007,Họp điều phối triển khai hệ thống,2026-02-21,4,long_meeting;long_distance_correction;owner_handoff;task_cancellation;topic_revisited;recap_duplicate_risk,no,5
W4-LONG-C5-N2-PROD-STATE-007__with-note.txt,with_note,W4-LONG-C5-N2-PROD-STATE-007,Họp điều phối triển khai hệ thống,2026-02-21,4,long_meeting;long_distance_correction;owner_handoff;task_cancellation;topic_revisited;recap_duplicate_risk,yes,5
W4-LONG-C5-N2-SW-STATE-001.txt,transcript_only,W4-LONG-C5-N2-SW-STATE-001,Họp điều phối triển khai hệ thống,2026-02-15,4,long_meeting;long_distance_correction;owner_handoff;task_cancellation;topic_revisited;recap_duplicate_risk,no,4
W4-LONG-C5-N2-SW-STATE-001__with-note.txt,with_note,W4-LONG-C5-N2-SW-STATE-001,Họp điều phối triển khai hệ thống,2026-02-15,4,long_meeting;long_distance_correction;owner_handoff;task_cancellation;topic_revisited;recap_duplicate_risk,yes,4
W4-LONG-C5-N3-PROD-STATE-011.txt,transcript_only,W4-LONG-C5-N3-PROD-STATE-011,Họp điều phối triển khai hệ thống,2026-02-25,4,long_meeting;long_distance_correction;owner_handoff;task_cancellation;topic_revisited;recap_duplicate_risk,no,7
W4-LONG-C5-N3-PROD-STATE-011__with-note.txt,with_note,W4-LONG-C5-N3-PROD-STATE-011,Họp điều phối triển khai hệ thống,2026-02-25,4,long_meeting;long_distance_correction;owner_handoff;task_cancellation;topic_revisited;recap_duplicate_risk,yes,7
W4-LONG-C5-N3-SW-STATE-005.txt,transcript_only,W4-LONG-C5-N3-SW-STATE-005,Họp điều phối triển khai hệ thống,2026-02-19,4,long_meeting;long_distance_correction;owner_handoff;task_cancellation;topic_revisited;recap_duplicate_risk,no,4
W4-LONG-C5-N3-SW-STATE-005__with-note.txt,with_note,W4-LONG-C5-N3-SW-STATE-005,Họp điều phối triển khai hệ thống,2026-02-19,4,long_meeting;long_distance_correction;owner_handoff;task_cancellation;topic_revisited;recap_duplicate_risk,yes,4
W5-XL-C5-N2-IT-STRESS-002.txt,transcript_only,W5-XL-C5-N2-IT-STRESS-002,Họp tổng hợp phát triển và vận hành sản phẩm,2026-02-26,5,extra_long_meeting;multi_step_handoff;multiple_deadline_corrections;long_distance_dependency;ambiguous_reference;heavy_recoverable_noise,no,8
W5-XL-C5-N2-IT-STRESS-002__with-note.txt,with_note,W5-XL-C5-N2-IT-STRESS-002,Họp tổng hợp phát triển và vận hành sản phẩm,2026-02-26,5,extra_long_meeting;multi_step_handoff;multiple_deadline_corrections;long_distance_dependency;ambiguous_reference;heavy_recoverable_noise,yes,8
W5-XL-C5-N2-OPS-STRESS-004.txt,transcript_only,W5-XL-C5-N2-OPS-STRESS-004,Họp tổng hợp phát triển và vận hành sản phẩm,2026-02-28,5,extra_long_meeting;multi_step_handoff;multiple_deadline_corrections;long_distance_dependency;ambiguous_reference;heavy_recoverable_noise,no,10
W5-XL-C5-N2-OPS-STRESS-004__with-note.txt,with_note,W5-XL-C5-N2-OPS-STRESS-004,Họp tổng hợp phát triển và vận hành sản phẩm,2026-02-28,5,extra_long_meeting;multi_step_handoff;multiple_deadline_corrections;long_distance_dependency;ambiguous_reference;heavy_recoverable_noise,yes,10
W5-XL-C5-N3-PROD-STRESS-003.txt,transcript_only,W5-XL-C5-N3-PROD-STRESS-003,Họp tổng hợp phát triển và vận hành sản phẩm,2026-02-27,5,extra_long_meeting;multi_step_handoff;multiple_deadline_corrections;long_distance_dependency;ambiguous_reference;heavy_recoverable_noise,no,3
W5-XL-C5-N3-PROD-STRESS-003__with-note.txt,with_note,W5-XL-C5-N3-PROD-STRESS-003,Họp tổng hợp phát triển và vận hành sản phẩm,2026-02-27,5,extra_long_meeting;multi_step_handoff;multiple_deadline_corrections;long_distance_dependency;ambiguous_reference;heavy_recoverable_noise,yes,3
W5-XL-C5-N3-SW-STRESS-001.txt,transcript_only,W5-XL-C5-N3-SW-STRESS-001,Họp tổng hợp phát triển và vận hành sản phẩm,2026-02-25,5,extra_long_meeting;multi_step_handoff;multiple_deadline_corrections;long_distance_dependency;ambiguous_reference;heavy_recoverable_noise,no,10
W5-XL-C5-N3-SW-STRESS-001__with-note.txt,with_note,W5-XL-C5-N3-SW-STRESS-001,Họp tổng hợp phát triển và vận hành sản phẩm,2026-02-25,5,extra_long_meeting;multi_step_handoff;multiple_deadline_corrections;long_distance_dependency;ambiguous_reference;heavy_recoverable_noise,yes,10
